name,addr,addr_more,comment_num,score,phone_number,decoration_time,open_time,lowest_price
淘源儿小居青年旅舍,朝阳区,朝阳区弘善东路弘善家园116号楼（近地铁10号、14号线E出口）,394,5,18911547973/18911935070,2018,2018,68
Wohkoon者行孙青年旅舍(故宫店),东城区,东城区沙滩后街16号（近故宫，景山公园）,2605,5,010-64021886/15510717118,2017,2010,69
北京绿萝居酒店式公寓,朝阳区,朝阳区阜安东路望京悠乐汇C座1922房间,840,5,15201663887,2017,2017,422
北京影宿3D电影主题酒店(鸟巢对外经贸店),朝阳区,朝阳区惠新东街19号（对外经贸大学公交站南200米）,777,5,010-64810998/64810698,2017,2017,387
Bright star青年旅舍,朝阳区,朝阳区金禅西路与厚俸街交叉口东50米,355,5,15810342900/15637299393,2017,2018,60
国展国际英特公寓,朝阳区,朝阳区北三环东路西坝河西里28号,217,5,13552485136,2017,2017,104
Wohkoon者行孙青年旅舍(雍和宫店),东城区,东城区北新桥头条22号（距离北新桥地铁站300米）,4137,5,010-84023518/13220129068,2016,2016,89
八达岭邵家大院,延庆区,延庆区八达岭岔道度假区，八达岭镇岔道村88号,908,5,13241986688/13260063184,2016,2017,103
新鲜酒店,东城区,东城区朝阳门内南小街6号楼,866,5,010-65283527/13691510820,2016,2016,282
老艾农家院,延庆区,延庆区八达岭镇岔道村岔道古城131号,626,5,13811615787,2016,2016,133
阳光学生绿色公寓,朝阳区,朝阳区八棵杨南街华腾园小区,488,5,18801025859,2016,2016,125
鸟巢景观房青年旅舍,朝阳区,朝阳区北辰东路慧忠里小区310楼（近小区西门，距鸟巢东门100米）,454,5,18513927864/15011052520,2015,2015,95
顺鑫学生求职公寓,朝阳区,朝阳区八棵杨中街华腾园11号楼,448,5,13167549787/17035178917,2014,2014,35
北京顺展丰航商务酒店,朝阳区,朝阳区货运路3号,1356,4.9,15201401145,2018,2018,374
新起点青年旅社,西城区,西城区广莲路1号建工大厦,771,4.9,18210150621/18600863994,2018,2016,84
梦游世界主题酒店,海淀区,海淀区玲珑路21号八里庄北里小区楼底商（临近慈寿寺地铁站）,726,4.9,010-66165333,2018,2016,519
有戏电影酒店(西直门展览馆店),西城区,西城区展览馆路14号,263,4.9,010-68350188,2018,2018,559
雅悦精致酒店(官园桥金融街店),西城区,西城区育幼胡同甲22号（国家京剧院后侧，近地铁4号线和6号线平安里站H口）,165,4.9,010-66186628,2018,2018,459
如家酒店(北京朝阳北路十里堡地铁站店),朝阳区,朝阳区朝阳北路八里庄南里26号（地铁6号线十里堡站D口）,129,4.9,010-85825998-9/15711295253,2018,2010,427
温茶闲语青年旅舍,朝阳区,朝阳区十八里店弘善家园417号楼（近十里河地铁站、近肿瘤医院）,128,4.9,15110137348,2018,2018,58
叮叮家庭公寓,丰台区,丰台区南三环中路南木樨园7号楼,98,4.9,18515115720/15811566106,2018,2018,57
彩虹宾馆,丰台区,丰台区南顶路4号,89,4.9,010-87818790,2018,2018,297
V-MAX威斯风尚主题酒店(北工大店),朝阳区,朝阳区弘燕路南新园26号楼4层,1033,4.9,010-67313699,2017,2017,358
雍和28号院青年旅舍,东城区,东城区柏林胡同28号院,833,4.9,13021163699,2017,2017,68
未名国际青年旅舍(五道口店),海淀区,海淀区成府路150号（清华科技园对面）,738,4.9,010-62549667,2017,2006,423
如家酒店(北京丽泽桥店),丰台区,丰台区西三环南路辅路44号-218,672,4.9,010-63300899-9,2017,2017,251
尚客优连锁酒店(北京南站店),丰台区,丰台区镇国寺北街4号院4号楼（地铁角门西站D口出向西走400米冬季星空小区西门）,667,4.9,010-67566521/67568172/13161499991,2017,2017,255
骏怡连锁酒店(北京西站店),丰台区,丰台区西站南路13-15号,622,4.9,010-63257512,2017,2017,269
东方圣达文化酒店(南锣鼓巷后海店),东城区,东城区鼓楼东大街宝钞胡同107号（八号线什刹海A2西北口出，近南锣鼓巷、后海酒吧街、烟袋斜街、恭王府、雍和宫天安门故宫等景点）,541,4.9,010-53348986/64016833,2017,2015,348
山水s酒店,西城区,西城区茶马街与马连道路交口观邸8号院4号楼1层,403,4.9,010-63308988,2017,2017,766
速8酒店(北京海淀西八里庄路店),海淀区,海淀区西八里庄路八里庄北里53号楼1-5层（地铁10号线西钓鱼台站向西850米路北）,390,4.9,010-83060606,2017,2017,349
北京红驿栈酒店,朝阳区,朝阳区东直门外大街春秀路太平庄10号（近使馆区）,366,4.9,010-64171066,2017,2008,468
喆啡酒店(北京鸟巢国家会议中心店),朝阳区,朝阳区育慧北路8号（育慧北路与育慧东路交口附近、中国邮政储蓄银行隔壁）,344,4.9,010-86393544/86395457/18301058647,2017,2018,465
IU酒店(北京科技大学店),海淀区,海淀区志新路11号,330,4.9,010-82398180,2017,2008,454
希岸·轻雅酒店(天安门店),西城区,西城区大栅栏西街87号,305,4.9,010-56107444,2017,2017,385
和家宾馆(洋桥店),丰台区,丰台区马家堡路116号,291,4.9,010-87888151/87887010,2017,2007,276
北京未名旅舍(积水潭店),海淀区,海淀区文慧园路4号,284,4.9,010-62279051,2017,2017,349
北京青年书舍,海淀区,海淀区知春路泰跃商务中心,281,4.9,13826559615,2017,2017,102
窄巷福院精品客栈,东城区,东城区三源胡同29号,258,4.9,010-85175799,2017,2017,355
爱家公寓,海淀区,海淀区苏州街12号西屋国际公寓（西屋茶社楼上）,229,4.9,18640688375/18510503951,2017,2018,93
麗枫酒店(北京广安门大观园店),西城区,西城区南菜园街甲2号,228,4.9,010-83977611-9,2017,2018,671
非繁·城品酒店(北京草桥地铁站店),丰台区,丰台区镇国寺北街草桥欣园二区9号楼（地铁十号线草桥站A口旁）,198,4.9,010-67578188,2017,2017,340
登城客栈,延庆区,延庆区八达岭岔道村292号,184,4.9,13810999262,2017,2017,117
如家联盟华驿酒店(北京国贸店),朝阳区,朝阳区下甸厂坡村16号院北京国家广告产业园内,2289,4.9,010-88786868,2016,2012,339
千之恋主题酒店(方庄店),丰台区,丰台区左安门外方庄南路南方庄68号（天坛医院附近）,1250,4.9,010-67689098,2016,2016,318
青年酒店(天坛南门店),丰台区,丰台区定安南路5号东三亲家坟5号楼,1249,4.9,010-87206828,2016,2016,82
如家联盟怡都酒店(北京岳各庄桥店),丰台区,丰台区梅市口路家家福购物中心旁（距离302医院370米）,1141,4.9,010-88933678/13071113678,2016,2016,316
水晶主题酒店,朝阳区,朝阳区潘家园武圣路武圣东里54号楼,1138,4.9,010-59374355,2016,2014,478
心动酒店(燕莎使馆区店),朝阳区,朝阳区新源南路14号院18号楼（燕莎桥西600米京城大厦北门对面）,924,4.9,010-88153335/88111115/88505800/15010938270/15210351235,2016,2013,269
品爱主题酒店,朝阳区,朝阳区百子湾路百子湾西里104号楼（金都杭城金都心语北塔底商）,840,4.9,010-87725022,2016,2016,336
享缘精品酒店(天坛公园店),东城区,东城区金鱼池中街2号院11号楼（天坛公园北300米，地铁站7号线桥湾站D口南行100米）,811,4.9,010-56423588,2016,2016,299
麗枫酒店(北京南站木樨园店),丰台区,丰台区南三环中路东罗园九号楼,743,4.9,010-52268598/52288587,2016,2016,441
天赐福院四合院酒店(同仁医院店),东城区,东城区西镇江胡同10号（近北京站）,696,4.9,010-65281108,2016,2016,294
东方圣达文化酒店(北京天安门王府井店),东城区,东城区王府井东单三条甲33号（京纺大厦北侧）,689,4.9,010-65266638/65268780,2016,2013,598
齐源宾馆(北京南站店),丰台区,丰台区永外大街12号（北京南站地铁北出口安检口西侧）,678,4.9,010-63566199,2016,2016,218
齐鑫宾馆(北京南站店),丰台区,丰台区北京南站负一层北进口（公交换乘大厅内）,603,4.9,010-83528266,2016,2016,188
小时代青年旅舍(五道口地铁站店),海淀区,海淀区五道口华清嘉园小区东区13号楼,578,4.9,18201309357,2016,2016,82
北京浪漫怡家公寓,东城区,东城区崇文外大街与东兴隆街交叉口东200米都市馨园5号楼,549,4.9,13681110129,2016,2010,248
派酒店(北京角门西地铁站店),丰台区,丰台区嘉园路与嘉和路交汇东南角（角门西地铁站D出口西500米）,462,4.9,010-67579119,2016,2011,201
落脚点青年旅舍,朝阳区,朝阳区东三环南路嘉多丽园南区2号楼,257,4.9,15501024994/18611530680,2016,2016,69
朗珈feel精品青年旅舍,海淀区,海淀区魏公街韦伯豪家园4号楼（临近北站和西直门）,240,4.9,15001371333,2016,2016,143
飘留青年旅舍,朝阳区,朝阳区十里河弘善家园215号楼,163,4.9,17343085687,2016,2016,60
白领圈子公寓,朝阳区,朝阳区北京市朝阳区东三环北路国际港A座,143,4.9,13260009020,2016,2016,165
如家酒店(北京万丰路店),丰台区,丰台区靛厂村内101号（水衙沟路与万丰路交叉口向西200米路北）,2340,4.9,010-88249797,2015,2010,341
汉庭(北京站前广场店),东城区,东城区北京站东街8号信通大厦B座（距地铁2号线北京站C出口350米，近同仁医院）,1104,4.9,010-85266466,2015,2015,493
iu酒店(北京火车站店),东城区,东城区北京火车站出站口广场内东侧30米（地铁2号线北京站C出口东南方向100米）,951,4.9,010-65137677,2015,2016,401
汉庭(北京欢乐谷店),朝阳区,朝阳区十八里店乡周家庄村308号,736,4.9,010-67474998,2015,2015,294
安大姐酒店式公寓,东城区,东城区东兴隆街都市馨园1号楼,614,4.9,13391697068/18515334957,2015,2005,255
舒心家庭公寓,海淀区,海淀区复兴路32号院5号楼,509,4.9,15839757871,2015,2015,136
汉庭(北京劲松店),朝阳区,朝阳区松榆北路与武圣东路路口向南100米东侧（邮政储蓄银行松榆东里支行隔壁，近西大望路）,378,4.9,010-87326966,2015,2008,153
准噶尔明珠酒店,东城区,东城区龙潭路甲8号（近龙潭公园、天坛公园，近医学科学院肿瘤医院、天坛医院、同仁医院）,220,4.9,010-67180018,2015,2000,418
如家酒店(北京苹果园地铁站店),石景山区,景山区阜石路300号（苹果园地铁口AD出口西行800米，喜隆多商场东20米）,3826,4.9,010-68853008,2014,2014,237
万爱情侣主题酒店(芍药居店),朝阳区,朝阳区芍药居11号楼北侧（近芍药居地铁站北300米）,1604,4.9,010-84642213/15354048737,2014,2014,1023
未名视界摄影主题酒店(后海店),西城区,西城区鼓楼西大街76号（地铁八号线什刹海A2出口附近）,1369,4.9,010-64017775,2014,2012,399
如家酒店(北京紫竹桥店),海淀区,海淀区紫竹院路甲3号,1014,4.9,010-68416688,2014,2007,389
锦江之星(北京国际展览中心店),朝阳区,朝阳区左家庄北里5号（左家庄西街与柳芳北街交汇处）,599,4.9,010-64668166,2014,2014,408
色彩连锁酒店(国展一店),朝阳区,朝阳区和平街十五区十号楼（地铁光熙门站A西北口向南200米）,452,4.9,010-64289099,2014,2008,299
乐家服务式酒店(北京西直门店),海淀区,海淀区高梁桥路（西直门地铁凯德mall口北行150米）,351,4.9,010-62249807/15210929037,2014,2010,398
金泰之家连锁酒店(劲松店),朝阳区,朝阳区广和南里二条九号（近地铁劲松站）,293,4.9,010-67747088,2014,1996,318
三和概念酒店(五道口清华大学店),海淀区,海淀区双清路85号（近清华大学、五道口）,3356,4.9,010-62340038/62340035/18610299229,2013,2010,339
如家酒店(北京刘家窑地铁站店),丰台区,丰台区东铁匠营横6条1号（近刘家窑桥）,956,4.9,010-67615533-9,2013,2009,265
北京航招宾馆(原中航第一招待所),东城区,东城区东四北大街汪芝麻胡同16号（距离张自忠路地铁站200米）,771,4.9,010-64015551,2013,1961,288
色彩连锁酒店(国展二店),朝阳区,朝阳区和平街十五区11号楼（地铁光熙门站A出口南120米，家乐福附近）,539,4.9,010-64299009,2013,2013,276
如家酒店(北京潘家园店),朝阳区,朝阳区华威南路弘善家园304号,2300,4.9,010-67049122,2012,2012,360
莫泰酒店(北京火车站东便门店),东城区,东城区白桥大街路2号（广渠门北里与白桥大街交叉口）,1946,4.9,010-87169099-9,2012,2013,284
胜高连锁酒店(丰台东大街地铁站店),丰台区,丰台区东大街29号,1680,4.9,010-63774646,2012,2010,197
莫泰酒店(北京潘家园店),朝阳区,朝阳区华威南路弘善家园304号,1605,4.9,010-53518969,2012,2014,351
如家酒店(北京朝阳路慈云寺桥远洋国际中心店),朝阳区,朝阳区延静里中街5号,737,4.9,010-65928986,2012,2012,323
如家酒店(北京东直门雍和宫簋街店),东城区,东城区东直门内北小街草园胡同10号（地铁2号线东直门站A出口西侧）,1127,4.9,010-84036166,2011,2013,431
如家酒店(北京马家堡角门南站店),丰台区,丰台区马家堡路154号（近七十路总站）,687,4.9,010-87577778,2011,2011,206
如家酒店(北京健翔桥店),海淀区,海淀区龙翔路甲1号（近地铁10号线健翔桥站）,667,4.9,010-52960198,2011,2011,390
城市庭院客栈(后海店),东城区,东城区鼓楼东大街宝钞胡同琉璃寺巷14号（近南锣鼓巷）,635,4.9,010-64026396,2011,2008,243
如家酒店(北京赵公口石榴庄地铁站店),丰台区,丰台区光彩路慧时欣园10-6号（近光彩体育馆）,1162,4.9,010-51109998,2009,2009,237
麗枫酒店(北京石景山万达广场店),石景山区,景山区石景山路33号（盛景国际广场旁）,712,4.9,010-83920888,2008,2017,376
北京励骏酒店,东城区,东城区金宝街90-92号（灯市东口）,260,4.9,010-85113388,2008,2008,1508
金龙潭大饭店,海淀区,海淀区西三环北路71号（紫竹院公园西南侧，北京航空466医院附近）,179,4.9,010-88811188,2007,2007,792
如家酒店(北京大观园店),西城区,西城区南菜园街9号院6号楼（国泰大厦院内）,1669,4.8,010-83559989,2018,2005,303
速8酒店(北京六里桥地铁站店),丰台区,丰台区六里桥北里莲怡园一区10号楼底商一层,1110,4.8,010-63459522,2018,2018,272
格林豪泰快捷酒店(北京朝阳欢乐谷店),朝阳区,朝阳区垡头路18号商务楼（北京欢乐谷正门向南500米）,1096,4.8,010-87575208,2018,2014,293
九号院国际青年旅舍(北京故宫店),东城区,东城区中老胡同9号（近天安门、故宫）,188,4.8,010-84002889,2018,2018,58
七彩虹青年民宿,朝阳区,朝阳区西坝河路西坝河北里,136,4.8,13341167112,2018,2018,78
君子公寓,海淀区,海淀区港沟路大河庄苑6号楼,131,4.8,13220152768,2018,2018,93
馨安青年公寓,朝阳区,朝阳区华威南路弘善家园315号楼,92,4.8,13488788161,2018,2018,69
想谷酒店,朝阳区,朝阳区朝阳路与定福庄北街交叉口东北角20米处（距传媒大学北门30米）,60,4.8,010-85387055/010-85388155/13661142866,2018,2018,499
如家酒店(北京火车站东便门店),东城区,东城区白桥大街2号（广渠门北里与白桥大街交汇处，东便门立交桥东南侧）,3301,4.8,010-87169066,2017,2012,284
布丁酒店(北京国展柳芳地铁站店),朝阳区,朝阳区东土城路甲3号院2号楼（柳芳地铁站A口对面）,1564,4.8,010-64201446/64204236,2017,2014,239
小筑主题酒店(北京站建国门店),东城区,东城区贡院西街2号,1270,4.8,010-65281345,2017,2008,308
北京望花宾馆,朝阳区,朝阳区阜通东大街花家地南里9号楼（望京医院旁边）,1269,4.8,010-84772186,2017,2008,230
颐派欧华商务休闲汇馆(广外店),西城区,西城区广安门外红居街10巷18号（近北京西站、达官营地铁站店）,1174,4.8,010-63372888,2017,2016,229
凯嘉宾馆,丰台区,丰台区东铁营顺三条2号,883,4.8,010-87613679/87613678/15101522338,2017,2006,188
中梦立方酒店(北京南站店),丰台区,丰台区马家堡西路28号院8号楼301室,806,4.8,010-87578383/87562828,2017,2017,230
鸿福酒店(财经大学店),海淀区,海淀区学院南路皂君东里小渝府麻辣香锅楼上（中央财经大学，交通大学附近）,690,4.8,010-62155519/13693300706,2017,2017,263
临水居宾馆,海淀区,海淀区北洼西里48号（宝联体育公园院内）,604,4.8,010-68438878/68438898,2017,2015,302
7天优品酒店(北京天安门广场店),西城区,西城区大栅栏西街16号,604,4.8,010-63157778,2017,2017,347
千之恋精品主题酒店(十里河地铁站店),朝阳区,朝阳区西燕东街闽龙木门橱柜总部基地北50米,479,4.8,010-67328055,2017,2017,308
爱情公寓青年之家,东城区,东城区崇文区兴隆都市馨园SOLO小区2号楼（临近新世界百货，同仁医院）,474,4.8,13240923167/15701689613,2017,2014,248
北京黄河京都大酒店,东城区,东城区夕照寺中街29号（近夕照寺西街）,413,4.8,010-51335588,2017,1996,437
福运日月精品酒店,朝阳区,朝阳区西坝河中里6号展览中心3号门（临近家乐福超市，木屋烧烤旁）,337,4.8,010-51400888,2017,2017,268
北京怡然酒店,朝阳区,朝阳区武圣路农光东里21号楼,267,4.8,13011136354,2017,2017,258
西柚青年宿舍,海淀区,海淀区学院路富润家园小区（近六道口地铁站C出口）,252,4.8,18811020247,2017,2017,84
榕树公馆(北京后现代城店),朝阳区,朝阳区百子湾路16号后现代城A区3号楼B单元108逅客（距大成国际中心800米左右，金长安附近）,222,4.8,13910595274,2017,2018,400
北京宏鼎轩商务酒店,丰台区,丰台区北京西站南路华源四里甲2号,213,4.8,010-63259259,2017,2017,379
如家精选酒店(北京珠市口桥湾地铁站店),东城区,东城区西晓市街38号,131,4.8,010-67011880/51693999-9,2017,2017,484
北京东方凯旋商务酒店(北京南站店),丰台区,丰台区西罗园路西罗园二区14号,129,4.8,010-67256885,2017,2017,232
如家精选酒店(北京朝阳门地铁站店),东城区,东城区朝内北小街仓南胡同14号院1号楼（近豆瓣胡同）,104,4.8,010-64048900,2017,2010,636
鑫奥宾馆(北京鸟巢店),朝阳区,朝阳区北沙滩甲6号四号院内（胜利饭店西侧）,5146,4.8,010-64847201/64869246,2016,2007,158
和家宾馆(安贞医院店),朝阳区,朝阳区北二环安定门桥外第二红绿灯或北三环安贞桥内一个红绿灯向西100米路北（泰利明苑小区内）,3009,4.8,010-51697189/51697188,2016,2007,238
畅悦酒店,石景山区,景山区苹果园南路东口9号乐活美食汇B区1层,2154,4.8,010-68880635,2016,2015,432
速8酒店(北京天坛南门赵公口店),丰台区,丰台区光彩路西赵公口15号（距离刘家窑地铁800米）,1371,4.8,010-87256419/87259419,2016,2016,272
北京宏胜宾馆,西城区,西城区陕西巷东壁营胡同7号（近前门大栅栏，地铁7号线虎坊桥B口）,1055,4.8,010-63010790,2016,2016,145
汉庭(北京西站北广场中心店),海淀区,海淀区羊坊店路21号,1007,4.8,010-63398338,2016,2016,398
睿士主题酒店(北京西客站六里桥东店),丰台区,丰台区华源四里甲5号楼（太平桥东里站台往南200米，近六里桥东地铁站）,957,4.8,010-63380269/63380689/15210287955,2016,2013,339
麗枫酒店(北京学院路六道口地铁站店),海淀区,海淀区学清路甲8号圣熙8号购物中心2号楼（六道口地铁站旁）,647,4.8,010-82170209/62955388,2016,2016,728
99优选酒店(北京小红门分钟寺地铁站店),朝阳区,朝阳区小红门路少角村142号院4号楼底商（小红门派出所对面）,607,4.8,010-67609899,2016,2016,165
尚客优精选酒店(北京草桥店),丰台区,丰台区草桥东路8号院1号楼4层,584,4.8,010-67579016,2016,2009,299
皓阳宾馆(北京前门天安门广场店),西城区,西城区前门西大街正阳市场4号楼（老舍茶馆西行30米）,559,4.8,010-63157090/63020688,2016,2010,272
乐酷花园主题酒店,朝阳区,朝阳区观音堂文化大道东区C113号，同盛轩艺术馆旁30米,533,4.8,010-88998566/13521938566,2016,2016,289
金地尚品主题酒店(宋家庄地铁站店),丰台区,丰台区顺八条8号院三区1号楼,467,4.8,010-56128999,2016,2016,287
中梦立方酒店(北京电影学院店),海淀区,海淀区北三环中路32号,463,4.8,010-88866606,2016,2016,338
客家快捷酒店,海淀区,海淀区知春路罗庄西里北区5号楼（近知春路地铁G1口，北京航空大学）,404,4.8,010-82350005/18210607317,2016,2014,208
遇见(meeting)青年旅舍,海淀区,海淀区知春路大运村公寓（近知春路地铁站）,308,4.8,18310179259/18801496926,2016,2016,21
喆·啡酒店(北京宋家庄地铁站店),丰台区,"丰台区方庄南路58号院10号楼1层1001,2层201,3层301室（近晶城秀府小区)",209,4.8,010-87638588/87638688,2016,2016,293
汉庭(北京安贞桥西店),朝阳区,朝阳区德胜门外黄寺大街12号,204,4.8,010-62076977,2016,2015,512
麗枫酒店(北京中关村人民大学地铁站店),海淀区,海淀区双榆树东里甲8号,176,4.8,010-82122688/82126199,2016,2016,709
如家精选酒店(北京木樨园店),丰台区,丰台区南三环中路珠江骏景北区2号楼1层底商,153,4.8,010-88711789,2016,2017,417
7天优品酒店(北京燕莎三元东桥店),朝阳区,朝阳区新源街18号楼（京客隆旁边）,127,4.8,010-80699780,2016,2016,421
IU酒店(北京西客站六里桥东地铁站店),丰台区,丰台区西三环南路6号,5991,4.8,010-63482211/63489211,2015,2015,305
北京考拉酒店(积水潭店),海淀区,海淀区文慧园斜街11号,3463,4.8,010-62226599,2015,2013,427
99优选酒店(大观园广安门店),西城区,西城区南菜园街乙15号（大观园西门北300米）,1851,4.8,010-83531168/17801198173,2015,2015,169
派酒店(北京欢乐谷大羊坊路店),朝阳区,朝阳区十八里店乡周庄甲240号（近十八里店派出所毗邻十八里店中学）,1728,4.8,010-67339989/67339958,2015,2015,199
家和百利酒店(北京站街店),东城区,东城区北京站街18号（距离北京站100米）,1290,4.8,010-65257688/65277211,2015,2014,199
京皖睿祥商务宾馆,海淀区,海淀区四环定慧北桥田村路甲11号（白领公寓旁）,917,4.8,010-88622258/13321192409/18519350068,2015,2009,295
如家酒店(北京方庄东铁营桥店),丰台区,丰台区永外顺四条1号院东楼东铁营桥往南200米（近华博医院，东方医院）,906,4.8,010-56916268-9,2015,2015,227
如家酒店(北京四惠百子湾地铁站店),朝阳区,朝阳区百子湾石门村路2号,799,4.8,010-67712211-9,2015,2007,298
青年假日酒店,海淀区,海淀区民族大学西路58号（民大附中斜对面）,753,4.8,010-68935888/18010062802,2015,2006,336
前门客栈(大栅栏店),西城区,西城区前门煤市街33号（地铁2号线前门站C口出南200米左右）,664,4.8,010-63132369,2015,2006,200
海友酒店(北京木樨园店),丰台区,丰台区南木樨园83号（木樨园桥东南角，方仕珠宝城南侧胡同内）,596,4.8,010-67255818,2015,2015,180
汉庭(北京天安门广场店),西城区,西城区杨梅竹斜街118号,375,4.8,010-63152588,2015,2016,560
金泰之家连锁酒店(通华苑店),西城区,西城区北礼士路101号,337,4.8,010-68331155,2015,1998,403
海友酒店(北京前门大力胡同店),西城区,西城区煤市街大力胡同20号,326,4.8,010-63085317,2015,2015,256
平安116客栈(西四店),西城区,西城区西四北大街116号（地铁四号线平安里地铁站C口出南450米）,303,4.8,010-66167007,2015,2015,300
世家轻奢酒店(财满街店),朝阳区,朝阳区朝阳路高井176号（民航总医院对面）,277,4.8,010-52327889/52327888,2015,2015,429
海友酒店(北京天坛南门店),丰台区,丰台区蒲黄榆二里14号,232,4.8,010-67689585,2015,2015,208
阳光家庭旅馆,海淀区,海淀区复兴路五棵松地铁站西南口北京建工六建集团小区,166,4.8,18310716040,2015,2015,122
云之端青年旅舍(两朵云店),海淀区,海淀区西四环中路39号万地名苑3号楼802室,132,4.8,010-57451966/13305682377/18618441355,2015,2015,104
万爱情侣主题酒店(紫竹桥店),海淀区,海淀区北洼东街28号,2772,4.8,010-68471559,2014,2011,392
万爱情侣主题酒店(双井店),朝阳区,朝阳区广渠路66号百环家园4号楼外围底商（朝阳图书馆新馆对面）,2661,4.8,010-87771867,2014,2014,314
如家酒店(北京丰台体育中心岳各庄桥店),丰台区,丰台区西四环南路31号,2478,4.8,010-63812666,2014,2011,284
7天连锁酒店(北京北海公园店),西城区,西城区西什库大街31号（地铁4号线西四站D出口附近，紧临北大医院）,2388,4.8,010-66185599,2014,2012,347
锦江之星(北京广渠门店),东城区,东城区东花市北里东区1号,1991,4.8,010-51005188,2014,2005,303
心动主题酒店(燕莎中心店),朝阳区,朝阳区新源街45-1号（燕莎桥向西500米，京客隆超市斜对面）,1566,4.8,010-88505800/88505900/15210351235,2014,2013,269
如家酒店(北京新国展首都机场店),顺义区,顺义区天竺镇府前一街32号（天竺中学正对面）,1403,4.8,010-52131155,2014,2014,492
7天连锁酒店(北京景泰地铁站天坛南门店),东城区,东城区景泰桥南安乐林路10-35号（天坛公园南700米）,1310,4.8,010-87810187/87275120,2014,2014,222
如家酒店(北京国展柳芳地铁站店),朝阳区,朝阳区东土城路12号楼怡和阳光大厦A座1-4层,1217,4.8,010-64218686,2014,2014,351
汉庭(北京西站店),丰台区,丰台区莲花池东路126号A座,1211,4.8,010-67771717,2014,2014,398
和颐酒店(团结湖路店),朝阳区,朝阳区团结湖路9号楼 ，近团结湖北路,1206,4.8,010-65828088,2014,2014,529
运驰商务酒店,海淀区,海淀区复兴路61号院,1036,4.8,010-68291518,2014,2014,429
如家酒店(北京定慧桥五路居地铁站店),海淀区,海淀区田村路街道田村路23号,908,4.8,010-88636099,2014,2014,360
莫泰酒店(北京南站店),丰台区,丰台区右安门外大街97号院2号楼5-6层,900,4.8,010-83511666,2014,2007,294
锦江之星(北京广安门店),西城区,西城区广安门南街56号白纸坊桥东南侧400米（近大观园）,821,4.8,010-83516198,2014,2007,398
麗枫酒店(北京亚运村鸟巢店),朝阳区,朝阳区小营西路安慧东里36号4号楼（北苑路与小营西路交叉口）,817,4.8,010-84468889,2014,2014,842
如家酒店(北京苏州桥店),海淀区,海淀区小南庄400号（近万柳家园）,756,4.8,010-62556669,2014,2010,341
99优选酒店(北京广渠门内店)(原安洁快捷酒店),东城区,东城区东花市东街东花市南里社区东区12号楼一层（泥奥大厦对面，广渠门内地铁站B口北50米）,731,4.8,010-87103528,2014,2014,222
如家酒店(北京南站店),丰台区,丰台区右安门外大街97院2号楼1-3层,600,4.8,010-83511666,2014,2007,237
唐府酒店(北京南锣鼓巷店),东城区,东城区安定门内大街291号（近鼓楼东大街）,590,4.8,010-84010296,2014,2010,358
汉庭(北京广安门店),西城区,西城区南马道15号（地铁7号线广安门内站C2口出西行500米）,461,4.8,010-83530068,2014,2014,474
云腾宾馆,东城区,东城区东花市北里东区7-8号楼（近东便门桥）,155,4.8,010-67113322/67136432,2014,1995,434
天天家庭旅馆(安贞医院店),朝阳区,朝阳区健安东路安贞西里一区,150,4.8,13522263358,2014,2014,155
北京唯实国际文化交流中心,海淀区,海淀区学院路39号,110,4.8,010-62308899,2014,2009,1107
如家酒店(北京西客站六里桥店),丰台区,丰台区太平桥西路华源一里3-4号楼（近西三环辅路）,4122,4.8,010-63371881,2013,2013,284
如家酒店(北京燕莎使馆区),朝阳区,朝阳区东方东路甲11号（美领馆新馆西门对面）,2216,4.8,010-84512288,2013,2006,422
海友酒店(北京丰台大成路店),丰台区,丰台区大成路甲10号（大成路与青塔五街交叉口）,1163,4.8,010-68699960,2013,2013,237
7天连锁酒店(北京工业大学平乐园地铁站店)(原北京工业大学店),朝阳区,朝阳区农光南路甲1号（近北京工业大学）,972,4.8,010-67305537,2013,2009,273
如家酒店(北京景泰地铁站珐琅厂店),东城区,东城区永定门外安乐林路10号,909,4.8,010-87252288,2013,2008,265
如家酒店(北京南站洋桥店),丰台区,丰台区马家堡东路59号（洋桥往南300米）,806,4.8,010-67046562/18210700604,2013,2013,242
飘HOME连锁酒店(国贸东店),朝阳区,朝阳区西大望路甲12号,750,4.8,010-59876666,2013,2009,339
蓝琴酒店,丰台区,丰台区南顶路甲23号（乘71、511到南顶路西口下即到）,683,4.8,010-67269388,2013,2012,267
如家酒店(北京雍和宫和平里西街店),东城区,东城区和平中街17号天元和平商业大厦（近地铁5号线和平里北街C口）,536,4.8,010-84226677,2013,2013,275
黎明园宾馆(北京国展店),朝阳区,朝阳区西坝河中街21号楼（国展中心4号门对面）,340,4.8,010-84516382,2013,2003,230
北京明宇丽雅饭店,东城区,东城区北极阁路7号（朝阳门南小街与建国门内大街交汇处北侧路北），近地铁1号线东单站B口（近妇女儿童博物馆）,178,4.8,010-58037777,2013,2013,723
万程中庭酒店(前门店),西城区,西城区前门大栅栏西街铁树斜街16号（近地铁2号线前门站）,2905,4.8,010-63083387,2012,2010,158
恋都商旅酒店(百万庄店),西城区,西城区百万庄北街甲6号（近阜成门车公庄西地铁站）,1660,4.8,010-68351808,2012,2008,239
